1714824883179,0
1714824883187,0
1714824883195,0
1714824883203,1
1714824883211,0
1714824883219,0
1714824883227,25
1714824883235,314
1714824883243,788
1714824883251,1251
1714824883259,1662
1714824883267,2028
1714824883275,2351
1714824883283,2632
1714824883291,2877
1714824883299,3092
1714824883307,3282
1714824883315,3449
1714824883323,3598
1714824883331,3728
1714824883339,3843
1714824883347,3946
1714824883355,4037
1714824883363,4095
1714824883371,4095
1714824883379,4095
1714824883387,4095
1714824883395,4095
1714824883403,4095
1714824883411,4095
1714824883419,4095
1714824883427,4095
1714824883435,4095
1714824883443,4095
1714824883451,4095
1714824883459,4095
1714824883467,4095
1714824883475,4095
1714824883483,4095
1714824883491,4095
1714824883499,4095
1714824883507,4095
1714824883515,4095
1714824883523,4095
1714824883531,4095
1714824883539,4095
1714824883547,4095
1714824883555,4095
1714824883563,4095
1714824883571,4095
1714824883579,4095
1714824883587,4095
1714824883595,4095
1714824883603,4095
1714824883611,4095
1714824883619,4095
1714824883627,4095
1714824883635,4095
1714824883643,4095
1714824883651,4095
1714824883659,4095
1714824883667,4095
1714824883675,4095
1714824883683,4095
1714824883691,4095
1714824883699,4095
1714824883707,4095
1714824883715,4095
1714824883723,4095
1714824883731,4095
1714824883739,4095
1714824883747,4095
1714824883755,4095
1714824883763,4095
1714824883771,4095
1714824883779,4095
1714824883787,4095
1714824883795,4095
1714824883803,4095
1714824883811,4095
1714824883819,4095
1714824883827,4095
1714824883835,4095
1714824883843,4095
1714824883851,4095
1714824883859,4095
1714824883867,4095
1714824883875,4095
1714824883883,4095
1714824883891,4095
1714824883899,4095
1714824883907,4095
1714824883915,4095
1714824883923,4095
1714824883931,4095
1714824883939,4095
1714824883947,4095
1714824883955,4095
1714824883963,4095
1714824883971,4095
1714824883979,4095
1714824883987,4095
1714824883995,3793
1714824884003,3354
1714824884011,2965
1714824884019,2623
1714824884027,2322
1714824884035,2053
1714824884043,1815
1714824884051,1606
1714824884059,1422
1714824884067,1261
1714824884075,1119
1714824884083,993
1714824884091,882
1714824884099,977
1714824884107,1296
1714824884115,1704
1714824884123,2075
1714824884131,2398
1714824884139,2677
1714824884147,2919
1714824884155,3133
1714824884163,3320
1714824884171,3486
1714824884179,3631
1714824884187,3760
1714824884195,3873
1714824884203,3973
1714824884211,3958
1714824884219,3717
1714824884227,3301
1714824884235,2912
1714824884243,2569
1714824884251,2267
1714824884259,1999
1714824884267,1763
1714824884275,1557
1714824884283,1376
1714824884291,1218
1714824884299,1079
1714824884307,956
1714824884315,848
1714824884323,870
1714824884331,1121
1714824884339,1532
1714824884347,1921
1714824884355,2265
1714824884363,2561
1714824884371,2819
1714824884379,3044
1714824884387,3167
1714824884395,3050
1714824884403,2736
1714824884411,2410
1714824884419,2119
1714824884427,1862
1714824884435,1640
1714824884443,1446
1714824884451,1277
1714824884459,1129
1714824884467,998
1714824884475,884
1714824884483,783
1714824884491,694
1714824884499,617
1714824884507,548
1714824884515,491
1714824884523,543
1714824884531,747
1714824884539,1027
1714824884547,1241
1714824884555,1310
1714824884563,1239
1714824884571,1101
1714824884579,969
1714824884587,852
1714824884595,750
1714824884603,660
1714824884611,582
1714824884619,513
1714824884627,453
1714824884635,402
1714824884643,357
1714824884651,318
1714824884659,283
1714824884667,251
1714824884675,224
1714824884683,199
1714824884691,177
1714824884699,158
1714824884707,140
1714824884715,125
1714824884723,178
1714824884731,412
1714824884739,821
1714824884747,1273
1714824884755,1684
1714824884763,2050
1714824884771,2373
1714824884779,2651
1714824884787,2894
1714824884795,3109
1714824884803,3265
1714824884811,3232
1714824884819,2979
1714824884827,2636
1714824884835,2321
1714824884843,2040
1714824884851,1794
1714824884859,1581
1714824884867,1395
1714824884875,1233
1714824884883,1099
1714824884891,1043
1714824884899,1098
1714824884907,1247
1714824884915,1445
1714824884923,1662
1714824884931,1881
1714824884939,2102
1714824884947,2348
1714824884955,2607
1714824884963,2857
1714824884971,3079
1714824884979,3273
1714824884987,3418
1714824884995,3450
1714824885003,3324
1714824885011,3069
1714824885019,2751
1714824885027,2430
1714824885035,2139
1714824885043,1888
1714824885051,1705
1714824885059,1606
1714824885067,1576
1714824885075,1601
1714824885083,1659
1714824885091,1738
1714824885099,1835
1714824885107,1966
1714824885115,2144
1714824885123,2379
1714824885131,2642
1714824885139,2891
1714824885147,3110
1714824885155,3303
1714824885163,3472
1714824885171,3616
1714824885179,3657
1714824885187,3514
1714824885195,3201
1714824885203,2835
1714824885211,2499
1714824885219,2201
1714824885227,1937
1714824885235,1707
1714824885243,1507
1714824885251,1331
1714824885259,1178
1714824885267,1043
1714824885275,931
1714824885283,869
1714824885291,883
1714824885299,972
1714824885307,1132
